source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,noteworthy_env_cond,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample
EMOBON_BPNS_So_1,EMOBON-210701-330-SoSOP3-Meio-R1,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2021-07-01 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2021-07-01,BPNS_So_210701,Lara Macheriotou,0000-0002-5662-5689,ebb_tide,23.09,,1,,,,32.0,,,Van Veen Grab,SoSOP3,,2021-07-01,"UGent MarBiol Freezer #11, Box#65",-20.0,Lara Macheriotou,0000-0002-5662-5689,Annelien Rigaux,,,2021-12-01,2021-12-03,-20.0,2022-07-18,2023-07-18,,,
EMOBON_BPNS_So_2,EMOBON-210701-330-SoSOP3-Meio-R2,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2021-07-01 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2021-07-01,BPNS_So_210701,Lara Macheriotou,0000-0002-5662-5689,ebb_tide,23.09,,2,,,,32.0,,,Van Veen Grab,SoSOP3,,2021-07-01,"UGent MarBiol Freezer #11, Box#65",-20.0,Lara Macheriotou,0000-0002-5662-5689,Annelien Rigaux,,,2021-12-01,2021-12-03,-20.0,2022-07-18,2023-07-18,,,
EMOBON_BPNS_So_3,EMOBON-210701-330-SoSOP3-Meio-R3,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2021-07-01 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2021-07-01,BPNS_So_210701,Lara Macheriotou,0000-0002-5662-5689,ebb_tide,23.09,,3,,,,32.0,,,Van Veen Grab,SoSOP3,,2021-07-01,"UGent MarBiol Freezer #11, Box#65",-20.0,Lara Macheriotou,0000-0002-5662-5689,Annelien Rigaux,,,,,,,,,,
EMOBON_BPNS_So_4,EMOBON-210701-330-SoSOP3-Meio-R4,EMOBON mimarks-specimen sediment sample from station BPNS collected on 2021-07-01 community collected meio,33208,Metazoa ,mimarks-specimen,sediment [ENVO:00002007],2021-07-01,BPNS_So_210701,Lara Macheriotou,0000-0002-5662-5689,ebb_tide,23.09,,4,,,,32.0,,,Van Veen Grab,SoSOP3,,2021-07-01,"UGent MarBiol Freezer #11, Box#65",-20.0,Lara Macheriotou,0000-0002-5662-5689,Annelien Rigaux,,,,,,,,,,
EMOBON_BPNS_So_5,EMOBON-210726-330-SoSOP3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,flood_tide,22.94,,1,,,,,,,Van Veen Grab,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,,,
EMOBON_BPNS_So_6,EMOBON-210726-330-SoSOP3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,flood_tide,22.94,,2,,,,,,,Van Veen Grab,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,,,
EMOBON_BPNS_So_7,EMOBON-210726-330-SoSOP3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,flood_tide,22.94,,3,,,,,,,Van Veen Grab,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,,,,,,,,,
EMOBON_BPNS_So_8,EMOBON-210726-330-SoSOP3-Micro-R4,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,flood_tide,22.94,,4,,,,,,,Van Veen Grab,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,,,,,,,,,
EMOBON_BPNS_So_9,EMOBON-210726-330-SoSOP3-Micro-B1,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,256318,metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,,22.94,,blank_1,,,,,,,,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,,,,,,,,,
EMOBON_BPNS_So_10,EMOBON-210726-330-SoSOP3-Micro-B2,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,256318,metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,,22.94,,blank_2,,,,,,,,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,,,,,,,,,
EMOBON_BPNS_So_11,EMOBON-210825-330-SoSOP3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2021-08-25 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-08-25,BPNS_So_210825,Sander Delacauw,0000-0002-5400-2891,ebb_tide,20.54,,1,,,,,,,Van Veen Grab,SoSOP3,Tube broke,,,,,,,,,,,,,,,tube broke,
